T0_C,p0_MPa,dPt_MPa,dT_C,ramp_h,inject_h,Pt_recover_h,T_recover_h,SH_MPa,cement_E_GPa,cement_alpha_uK,cement_kT,cement_rhoCp_MJ,cement_ft_MPa,interface_ft_MPa,cement_thickness_mm,rock_E_GPa,rock_alpha_uK,rock_kT,tubing_od_mm,ann_rhoCp_MJm3K,h_ta_Wm2K,h_ac_Wm2K,LambdaT_MPaK,chiP,tau_control_h,PA0_ratio,Pset_ratio,design_id,sample_region,Sh_MPa,observe_h
98.62465555109732,17.910401833554182,2.0143306868952546,82.77946504849024,0.4363782232117004,13.88110531739429,6.427718347946488,14.430068025584013,33.92656638913053,21.46336624900493,7.304265694779622,0.9700257767897658,2.056923629287365,7.252612817451429,1.2520190557947164,37.8989063921229,17.357847849476798,9.018228650045135,3.8133437656017657,131.16041087374256,3.017879227650739,97.27466332209099,124.55681222273974,0.0915018592846686,0.012956126491373737,25.542816485282152,0.8663352748637707,0.2059644261803013,0,global,26.74854140607207,37.88110531739429
58.04272438253795,14.470004761250017,2.085553242596009,28.99567433436874,1.2424836887359283,57.045098309030976,1.074456287542277,17.247517654387742,16.938843604087236,20.879846877088013,7.09604642556904,1.9140298916038991,1.9524857711127934,4.752055254603231,2.3467924261224207,33.356238499768,43.38448851297255,12.005371852850121,1.7835938746407578,117.17228591783334,2.053034245431081,389.4922997729909,30.64319245340153,0.09052678849991358,0.3182186998527457,12.821516600808275,0.5579870060666912,0.24796443111821104,1,global,10.525740536188989,81.04509830903098
67.10346877850169,19.509534903822214,3.1934212501377095,24.32741717423944,0.34583897593908736,79.22969857180117,1.2601137595354368,62.086484400271075,9.231485979858403,7.955370387189498,10.800699486407773,1.0064863507913597,2.275721334239807,6.800738717527521,2.7707126806373137,32.89412041390872,33.46957327058451,10.97164571842842,1.7316032281267777,117.89335632431622,1.3105916790872194,131.41381125083865,164.76828354777592,0.09449199816510989,0.17203744752544842,9510.169437802377,0.39732653700112064,1.2849977936351156,2,global,7.209541417895637,150.62915563211288
85.34243802850838,8.175756337850542,5.422296365182993,39.05312367207014,1.3318524897308046,105.71290800151624,4.81115044350018,32.548336086576,23.45838773005104,17.87228766436915,12.4574045416188,1.2537722917867986,1.8394922753821714,2.6034715078579773,1.5399330869155916,43.05080458332825,35.314622162463266,12.383235870296996,3.9353228805933123,81.15351517264969,2.489673060742631,58.22175211311431,418.2811251844852,0.03298991086493397,0.307475675298406,165.30431115803833,1.0229377243602913,0.7084576747301043,3,global,15.458069488524622,143.14349450107864
81.45583476840072,14.876111154589154,3.115562353525993,51.38318772547271,0.43756995911305524,24.809006033464733,10.68513984475814,34.31223785374091,24.587511949660943,18.210117340645102,8.699487913588865,1.814364893408041,2.2456183556108607,5.813458861021727,2.232720235607913,44.28582388428889,44.02778642141404,6.436713934476899,1.8068036287605138,105.8447450189481,3.189114478357155,30.313649336020827,508.64791151811073,0.007828785150217106,0.23175578481194828,1786.3569116785209,0.5216900673947776,0.5689670937589378,4,global,20.57837368578565,64.26807956526677
77.42067352645375,18.758684513214718,8.839124820977313,63.11339763548585,2.6734482121528176,16.753024379166956,2.5385890784579654,48.195517777717754,21.967316864897597,7.414244592495725,10.224157704839094,2.0851647979238717,1.916473985095049,6.113735798896974,1.4192884716590861,29.44281712968347,37.938708097532306,10.079642755124237,3.2070096857970984,74.16931709401594,3.341766946003773,256.76787520020196,102.94750710285186,0.05658617571504583,0.2894099270247311,1.026411875650523,0.5637234567380713,1.1481806584397123,5,global,18.962166315638733,72.17786982354237
97.02265193588325,9.924835641529285,10.38952554132782,23.910163073484703,0.5589241558569602,215.44015029793198,2.818298902617198,93.92080954019467,37.64167315527415,12.894953063128558,14.643919049225799,1.8959451031905374,2.084523494024298,5.080430702697739,2.6775763297943795,25.36726365256812,20.966149922343217,6.276720888973151,2.7513635085454804,110.67424936435147,2.32756356737963,37.870686879048485,369.41103984178625,0.01618887040824999,0.32650179232703486,152.3314823893938,0.9604816906375522,0.6491966989678227,6,global,24.474006068988952,323.44908126915584
58.25967454596311,14.20242400902556,6.110759158256835,73.25967454596311,3.545790671103153,125.22504689076015,0.184063872523473,24.3633751052062,15.314804244423101,13.802808056766722,7.4048977232141375,1.7406682477845508,1.8700688232491591,4.977864065828535,3.913065335918204,40.47100920168862,30.073232349580934,11.300717895383404,3.719283225781832,90.70180544369704,1.2227263849539638,151.81401924532568,37.43043311842003,0.0397594779825607,0.128184654420793,829.9224634327728,0.9451157068420895,1.0514865843746033,7,global,13.348888518003115,153.2429282617473
59.47706048907716,9.36709523610042,2.6221835341630535,58.98695870592789,6.424285566426234,190.57935142962546,0.2165488426849876,45.422350614057365,32.67270571009006,8.155612498743777,12.61821620711246,0.7329201102851362,2.383107643689247,5.734727577627584,2.077827981595539,24.745253138237345,38.52575900235932,11.755559618280671,2.443340133591198,76.46910305777736,3.984967236816975,457.1187190150403,56.680771689851696,0.06467472461493791,0.2331066210141403,291.39651193865853,0.20961600011765227,0.2242292849337304,8,global,25.839965253569545,242.81505463579143
49.43466457668229,17.81261507118478,7.665275452412559,32.025658166784694,2.2210495640676724,14.8372567917003,0.5012613864355854,51.976227024600725,37.492156012472904,22.392491239653463,14.22293731779967,1.5059267422930809,1.8149545245128502,4.362071583806813,1.8476568570062473,18.999597139297997,25.403357695243216,9.0320306351282,2.482845752499509,89.29527127310202,1.4850971459051545,98.39600119827729,340.594884432164,0.007066196645526899,0.1814719916677223,1.0171753811212298,0.7998151494079082,0.512159849382566,9,global,30.551339202213367,74.60991786999114
91.12699428960569,17.854548016629565,7.36775353691675,52.73701711596982,1.1376499552468449,35.479614528273274,0.11509280822409351,36.43957759063092,21.616146532575776,9.668825348137915,10.931868878655015,1.4143806732565345,1.9903827693666134,6.898984212520647,3.1168857662425395,29.417622978731814,22.26389725134939,9.969408127967924,3.2436551804510536,93.94183175375619,2.114065316083133,37.783860829584164,420.8846464108241,0.00383407670563023,0.21519477434371237,1201.7681729441533,0.9313278728091536,1.2969857896714145,10,global,15.709612805094178,77.38512875749882
79.83720251363803,12.540662383644158,11.594353772428558,49.623665094909384,0.33631837462164144,204.74420934408883,0.1003065147347472,67.7528285163316,37.36887335518175,15.573605185210535,8.983486850419473,1.37880444113597,1.9942004434027545,6.909862026925245,2.0689727539529397,33.985129706717565,36.557477310836916,9.151190750850224,3.9955061980213102,78.75062590414181,1.2313290450713377,299.3593458690223,43.9474634352291,0.006684872952660969,0.04583007892861301,412.4184046830926,0.3673170009664548,0.3288299867303393,11,global,24.875748561580817,282.65996213787014
54.33648349252548,15.469622492980317,9.795815987638273,50.4268363766777,0.6417275356034037,46.557961098513765,0.1639956413617239,26.45253282358544,23.665506823571338,23.25058500977766,8.85301695502966,0.6365407591253089,1.5111202313037835,4.173692896222233,3.907369594766421,23.577443925716782,31.17557576722297,9.929840425147301,2.888437173834932,99.29864643220161,2.4801448666685415,92.04663159492867,44.67473685279354,0.025865170769899515,0.13742168260282983,25.00207538746205,0.507847320878406,1.124526388297336,12,global,20.083813162484667,76.97837384563702
97.76709117755917,19.0771246970008,11.609410087322503,24.89668338428018,1.5225517328724512,213.36177442309537,1.7520958468509256,12.420458001813225,41.363451109340865,7.708955000901147,8.070026735761191,1.357854635289212,2.497340573934136,5.690141185250342,0.8726579417805231,39.2785769120086,29.135694159709278,9.471673710551258,1.753532217498219,94.58888839305494,1.5530406672920996,47.73519154509726,291.7165098139429,0.004032478165756398,0.26087523284038344,494.71796541491636,0.41760286776257116,0.3818655380175282,13,global,24.92607991460566,237.36177442309537
95.181187377882,9.411836966608213,6.587005673582021,61.811245932098394,0.8544572252549222,79.07673737072638,3.1591333754924613,132.19920907945652,35.149416718142376,6.813908536510725,12.675284094022494,1.660440334443259,1.4831883807772848,5.1795821959878,2.9858390811433635,44.411779154707844,32.99817531449602,7.775590902239177,3.3461558374011853,116.9014141022028,3.361555903114172,228.1051244621334,86.13492661638236,0.03921046508287268,0.10083676805150442,10.33265452241217,0.33618273827263534,0.5614793138640931,14,global,23.598505791368638,231.10582781210138
96.68158666860721,10.009971745379234,3.6712124826659807,79.02110217368227,1.7676384275779478,97.00746492558852,0.8138173152144017,26.849885948931213,25.196298545021712,21.29094128906189,9.611164237925127,2.069790454603214,2.333402436120786,7.135194720233963,3.222439149154062,19.65853310193976,12.262528386513736,11.763645493383668,1.5494270245777004,136.01295781050692,1.6180258587492704,52.42896241497492,21.31698037183647,0.02119572853134529,0.11447177175083317,126.29840493172262,0.25899162026420885,1.133492320097175,15,global,20.288042366735304,127.88483376685942
91.95855033535551,19.86550105446885,8.598938705635863,29.064561678697828,0.49381245314195726,29.843645051082955,0.14189781682323593,71.87654321365052,32.376069611932024,22.230813288723343,8.774691534351755,1.9934107839423196,2.3088088961015014,3.342125449883412,1.3136078963204367,40.343007748692685,42.15901202426017,11.608992062809822,2.0472873738386945,78.02083240311599,1.86080135319349,49.01105740611333,251.24623925733277,0.04544166263832941,0.15560794455839708,524.2379968678287,0.36444750124356073,0.27851934905615816,16,global,25.78330774613386,112.50166974678105
87.29284598506042,15.413478701782665,8.268684965311984,46.95006668953973,3.2490210049525823,14.666013868945493,5.097699586144476,55.79983991178588,28.408236681273483,18.902672690471434,13.540256282092006,1.0017574686026285,1.651395530195215,7.056589608330812,2.4151708620141745,26.629549824284663,44.42555609602583,6.989587955344449,3.119816061879372,108.69846301865465,1.3518850551937256,53.579181502931704,75.9597576882157,0.09779074760408835,0.1545945833003666,1.2874365648623716,0.6649668260920589,0.9063158433814056,17,global,17.69156894141888,78.83582976749926
84.92434136849052,9.848836951170952,11.719368304486393,34.2640573247509,0.4635920798460762,78.63074905447563,0.38183019088428705,75.89648178905877,38.73043813696272,15.095816933295422,11.415601036186747,1.2810951861960942,2.0506865155338296,4.276041815505489,3.3132531255953284,45.07813643199107,13.123092040872397,6.633298823259881,2.223627456692181,87.7619230965039,3.212672695804657,230.0838609206235,31.349888023143375,0.023937321986943417,0.04302510997445667,14.92899375311564,0.9977602981624061,1.2047933408215334,18,global,23.884832040372704,165.9117031118932
52.53197960228508,9.325952550669662,8.237766892573571,48.451371086751735,4.0115775074664715,40.120259798886345,0.7016316184710655,214.96356926359286,31.408418375623796,8.555406987608627,13.862325038680105,2.053367918480544,2.1386048380514033,7.323030013133231,3.3080455013410432,26.486737545505562,26.23236246420233,6.139394822452806,3.8360053455901792,113.14034399039647,2.74585878977292,80.93113391200347,26.82342400430304,0.0817705481124284,0.013193933837541198,10554.0365240731,0.8775189077067893,0.5502214874375814,19,global,21.760720872257824,287.3283644520181
46.13291372177229,18.699260220207535,8.584524232915939,61.13291372177229,6.791069493526576,19.40461081975905,5.146645447199535,14.366018367320216,28.653222042208498,13.384536851582833,12.994824527617109,0.7454874283940668,1.4362528613907724,4.691222886958323,3.753987045092778,43.81570157939047,23.315106518406232,12.464967602102124,3.701427095019208,94.73406931862377,2.266331533336574,327.96192494081555,60.182542756130076,0.06683882572347906,0.29432663380190927,2.141583626630872,0.24787883696759497,0.6647706788515919,20,global,22.75083451123643,43.40461081975905
93.69960743423064,11.113249751108503,9.868883968005434,30.70014122882251,1.9502791504018553,109.94079120462841,6.142631827364385,13.188775908471136,28.997850440631346,16.15421444711211,10.412191586552286,0.7656247338613663,2.438414350104183,3.90560970545228,2.104636640096488,30.921447417666066,33.25739231928019,12.640396358603489,3.2563476740948927,79.55336436917419,2.3161037342464206,20.710410310691564,416.4240357999857,0.06711389871900743,0.3067447398940748,86.66418569848531,0.957057940901427,0.6046132412356694,21,global,27.042723493523933,133.9407912046284
46.3207742327215,11.398669966867635,9.037941390144287,49.2879093986208,1.9078138257901471,84.77850428160528,0.19135791473265484,119.83439245612263,36.04934466537692,11.93812083646544,13.706967622295238,1.3558625966703974,1.4447272546754766,3.241351713897126,3.576363488362027,38.41462829075914,35.99734739736715,7.3056539200348345,1.898573781985481,83.20437738071156,3.828950568478339,99.6579482783605,60.90795376427574,0.05541862735754234,0.04007027452855529,2216.6010161252543,0.48529864098466674,0.6602803549493105,22,global,27.11209210738958,222.5880556061463
